"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Apr 18 08:00:36 GMT 2025","Fri Apr 18 08:00:38 GMT 2025","1912","tests","test_failure_screenshot","","","","Авторизация на странице Registration Page","
    Цель: Проверить обработку упавших тестов

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Нажать на кнопку ""SUBMIT""
        3. Проверить отсутствие сообщений об ошибках

    Ожидаемый результат:
        - Нет сообщений о некорректном вводе данных"
"passed","Fri Apr 18 08:00:28 GMT 2025","Fri Apr 18 08:00:29 GMT 2025","507","tests","test_basic_auth","","","","Базовая авторизация","
    Цель: Проверить базовую авторизацию

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу
        2. Нажать ""Display Image""
        3. Авторизироваться с корректными ""username"" и ""password""
        4. Проверить, что авторизация прошла успешно

    Ожидаемый результат:
        - Базовая авторизация прошла успешно"
"skipped","Fri Apr 18 08:00:27 GMT 2025","Fri Apr 18 08:00:27 GMT 2025","0","tests","test_auth_cookies","","","","Авторизация на странице SQL exercises","
    Цель: Проверить авторизацию используя загрузку cookies

    Предусловие:
        - Открыть браузер

    Шаги:        
        1. Открыть страницу с формой
        2. Проверить, что доступны поля авторизации
        3. Удалить cookies
        4. Загрузить cookies из файла
        5. Открыть страницу успешной авторизации
        6. Проверить, что авторизация прошла под именем ""guest""
        6. Кликнуть кнопку ""logout""
        7. Проверить, что доступны поля авторизации
        
    Постусловие:
        - Удалить файл с cookies

    Ожидаемый результат:
        - Авторизация прошла успешно"
"passed","Fri Apr 18 08:00:40 GMT 2025","Fri Apr 18 08:00:49 GMT 2025","8733","tests","test_login_page","","","","Авторизация на странице Login Page","
    Цель: Проверить авторизацию с некорректными данными

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Ввести данные в поле ""Username""
        3. Ввести данные в поле ""Password""
        4. Ввести данные в поле ""Username *""
        5. Кликнуть в пустую часть страницы
        6. Проверить, что отображаются сообщения о некорректном вводе

    Ожидаемый результат:
        - Отображаются соответствующие сообщения об ошибке
        - Кнопка ""Login"" не активна"
"passed","Fri Apr 18 08:00:28 GMT 2025","Fri Apr 18 08:00:32 GMT 2025","3607","tests","test_home_page","","","","Загрузка главной страницы","
    Цель: Проверка открытия страницы

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть домашнюю страницу
        2. Проверить значение ""TITLE""
        3. Проверить корректность отображения элементов страницы

    Ожидаемый результат:
        - Значение ""TITLE"" соответствует главной странице
        - Элементы, уникальные для этой страницы, активны"
"passed","Fri Apr 18 08:00:35 GMT 2025","Fri Apr 18 08:00:37 GMT 2025","2321","tests","test_login_page","","","","Авторизация на странице Login Page","
    Цель: Проверить поля ввода

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Проверить наличие поля ввода ""Username""
        3. Проверить наличие поля ввода ""Password""
        4. Проверить наличие поля ввода ""Username *""
        5. Проверить описание поля ""Username""
        6. Проверить описание поля ""Password""
        7. Проверить описание поля ""Username *""

    Ожидаемый результат:
        - Поля отображаются
        - Описания соответствуют полям"
"passed","Fri Apr 18 08:05:45 GMT 2025","Fri Apr 18 08:06:03 GMT 2025","17765","tests","test_registration_form","","","","Авторизация на странице Registration Page","
    Цель: Проверить заполнение формы

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Заполнить поле ""First Name""
        3. Заполнить поле ""Last Name""
        4. Выбрать ""Marital Status""
        5. Выбрать ""Hobby""
        6. Выбрать ""Country"" из выпадающего списка
        7. Выбрать ""Month"" поля ""Date of Birth"" из выпадающего списка
        8. Выбрать ""Day"" поля ""Date of Birth"" из выпадающего списка
        9. Выбрать ""Year"" поля ""Date of Birth"" из выпадающего списка
        10. Заполнить поле ""Phone Number""
        11. Заполнить поле ""Username""
        12. Заполнить поле ""E-mail""
        13. Загрузить изображение в поле ""Your Profile Picture""
        14. Заполнить поле ""About Yourself""
        15. Заполнить поле ""Password""
        16. Заполнить поле ""Confirm Password""
        18. Нажать на кнопку ""SUBMIT""
        19. Проверить отсутствие сообщений об ошибках

    Ожидаемый результат:
        - Нет сообщений о некорректном вводе данных"
"skipped","Fri Apr 18 08:00:42 GMT 2025","Fri Apr 18 08:05:44 GMT 2025","302941","tests","test_failure_screenshot","","","","Переход по меню на другие страницы","
    Цель: Проверка перехода по меню на другие страницы

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть домашнюю страницу
        2. Навести курсор на вкладку меню ""All Courses""
        3. Проверить переход на страницу
        4. Проверить значение ""TITLE""
        5. Проверить корректность отображения элементов страницы

    Ожидаемый результат:
        - Происходит переход на страницу
        - Значение ""TITLE"" соответствует странице
        - Элементы, уникальные для этой страницы, активны"
"passed","Fri Apr 18 08:00:37 GMT 2025","Fri Apr 18 08:00:40 GMT 2025","2109","tests","test_login_page","","","","Авторизация на странице Login Page","
    Цель: Проверить авторизацию с некорректными данными

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Ввести данные в поле ""Username""
        3. Ввести данные в поле ""Password""
        4. Ввести данные в поле ""Username *""
        5. Кликнуть в пустую часть страницы
        6. Проверить, что отображаются сообщения о некорректном вводе

    Ожидаемый результат:
        - Отображаются соответствующие сообщения об ошибке
        - Кнопка ""Login"" не активна"
"skipped","Fri Apr 18 08:00:34 GMT 2025","Fri Apr 18 08:00:34 GMT 2025","0","tests","test_auth_cookies","","","","Авторизация на странице SQL exercises","
    Цель: Авторизация и сохранение cookies в файл

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Проверить, что доступны поля авторизации
        3. Ввести данные в поле ""Username""
        4. Ввести данные в поле ""Password""
        5. Кликнуть кнопку ""Enter""
        6. Проверить, что авторизация прошла под именем ""guest""
        7. Сохранить cookies в файл
        8. Кликнуть кнопку ""logout""
        9. Проверить, что доступны поля авторизации
        10. Проверить, что файл с cookies создан

    Ожидаемый результат:
        - Авторизация прошла успешно
        - Файл с cookies создан"
"passed","Fri Apr 18 08:00:29 GMT 2025","Fri Apr 18 08:00:34 GMT 2025","4715","tests","test_js_executor","","","","Загрузка страницы с Registration Form","
    Цель: Проверить работу JavaScriptExecutor

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Кликнуть поле ввода ""First Name""
        3. Проверить, что фокус на поле ввода
        4. Убрать фокус из поля ввода с помощью JavaScriptExecutor
        5. Проверить, что поле ввода не в фокусе

    Ожидаемый результат:
        - После выполнения JavaScript поле ввода не в фокусе"
"passed","Fri Apr 18 08:00:37 GMT 2025","Fri Apr 18 08:00:46 GMT 2025","9389","tests","test_login_page","","","","Авторизация на странице Login Page","
    Цель: Проверить авторизацию

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Ввести данные в поле ""Username""
        3. Ввести данные в поле ""Password""
        4. Ввести данные в поле ""Username *""
        5. Кликнуть кнопку ""Login""
        6. Проверить, что отображается сообщение об успешной авторизации

    Ожидаемый результат:
        - Авторизация прошла успешно
        - Отображается сообщение об успешной авторизации"
"passed","Fri Apr 18 08:00:35 GMT 2025","Fri Apr 18 08:00:40 GMT 2025","4793","tests","test_login_page","","","","Авторизация на странице Login Page","
    Цель: Проверить авторизацию с некорректными данными

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Ввести данные в поле ""Username""
        3. Ввести данные в поле ""Password""
        4. Ввести данные в поле ""Username *""
        5. Кликнуть кнопку ""Login""
        6. Проверить, что отображается сообщение о ошибке авторизации

    Ожидаемый результат:
        - Отображается сообщение об ошибке"
"passed","Fri Apr 18 08:00:50 GMT 2025","Fri Apr 18 08:00:52 GMT 2025","2027","tests","test_login_page","","","","Авторизация на странице Login Page","
    Цель: Проверить авторизацию с некорректными данными

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Ввести данные в поле ""Username""
        3. Ввести данные в поле ""Password""
        4. Ввести данные в поле ""Username *""
        5. Кликнуть в пустую часть страницы
        6. Проверить, что отображаются сообщения о некорректном вводе

    Ожидаемый результат:
        - Отображаются соответствующие сообщения об ошибке
        - Кнопка ""Login"" не активна"
"passed","Fri Apr 18 08:00:34 GMT 2025","Fri Apr 18 08:00:39 GMT 2025","5119","tests","test_login_page","","","","Авторизация на странице Login Page","
    Цель: Проверить авторизацию с некорректными данными

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Ввести данные в поле ""Username""
        3. Ввести данные в поле ""Password""
        4. Ввести данные в поле ""Username *""
        5. Кликнуть кнопку ""Login""
        6. Проверить, что отображается сообщение о ошибке авторизации

    Ожидаемый результат:
        - Отображается сообщение об ошибке"
"passed","Fri Apr 18 08:00:32 GMT 2025","Fri Apr 18 08:00:35 GMT 2025","2850","tests","test_home_page","","","","Загрузка Header","
    Цель: Проверка данных в Header

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть домашнюю страницу
        2. Проверить корректность отображения контактов
        3. Проверить корректность контактных данных

    Ожидаемый результат:
        - Номера телефонов и ссылки для связи кликабельны
        - Контактные номера и ссылки для связи корректны"
"passed","Fri Apr 18 08:00:40 GMT 2025","Fri Apr 18 08:00:44 GMT 2025","4248","tests","test_login_page","","","","Авторизация на странице Login Page","
    Цель: Проверить авторизацию с некорректными данными

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Ввести данные в поле ""Username""
        3. Ввести данные в поле ""Password""
        4. Ввести данные в поле ""Username *""
        5. Кликнуть в пустую часть страницы
        6. Проверить, что отображаются сообщения о некорректном вводе

    Ожидаемый результат:
        - Отображаются соответствующие сообщения об ошибке
        - Кнопка ""Login"" не активна"
"passed","Fri Apr 18 08:00:47 GMT 2025","Fri Apr 18 08:00:51 GMT 2025","4271","tests","test_login_page","","","","Авторизация на странице Login Page","
    Цель: Проверить разлогирование

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Ввести данные в поле ""Username""
        3. Ввести данные в поле ""Password""
        4. Ввести данные в поле ""Username *""
        5. Кликнуть кнопку ""Login""
        6. Кликнуть кнопку ""Logout""
        7. Проверить наличие поля ввода ""Username""
        8. Проверить наличие поля ввода ""Password""
        9. Проверить наличие поля ввода ""Username *""

    Ожидаемый результат:
        - Отображаются поля для входа"
"passed","Fri Apr 18 08:00:30 GMT 2025","Fri Apr 18 08:00:33 GMT 2025","3825","tests","test_js_executor","","","","Загрузка страницы с Registration Form","
    Цель: Проверить работу JavaScriptExecutor

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу с формой
        2. Проверить наличие скролла на странице

    Ожидаемый результат:
        - Определение наличия скролла на странице"
"passed","Fri Apr 18 08:00:45 GMT 2025","Fri Apr 18 08:00:49 GMT 2025","4051","tests","test_menu_redirect","","","","Переход по меню на другие страницы","
    Цель: Проверка перехода по меню на другие страницы

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть домашнюю страницу
        2. Навести курсор на вкладку меню ""All Courses""
        3. Кликнуть пункт ""Appium""
        4. Кликнуть пункт ""Appium with Python""
        5. Проверить переход на страницу
        6. Проверить значение ""TITLE""
        7. Проверить корректность отображения элементов страницы

    Ожидаемый результат:
        - Происходит переход на страницу
        - Значение ""TITLE"" соответствует странице
        - Элементы, уникальные для этой страницы, активны"
"skipped","Fri Apr 18 08:00:43 GMT 2025","Fri Apr 18 08:05:46 GMT 2025","302484","tests","test_menu_redirect","","","","Переход по меню на другие страницы","
    Цель: Проверка перехода по меню на другие страницы

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть домашнюю страницу
        2. Навести курсор на вкладку меню ""Video Tutorial""
        3. Кликнуть пункт ""Spring Boot""
        4. Проверить переход на страницу
        5. Проверить значение ""TITLE""
        6. Проверить корректность отображения элементов страницы

    Ожидаемый результат:
        - Происходит переход на страницу
        - Значение ""TITLE"" соответствует странице
        - Элементы, уникальные для этой страницы, активны"
"skipped","Fri Apr 18 08:00:31 GMT 2025","Fri Apr 18 08:00:36 GMT 2025","4944","tests","test_home_page","","","","Загрузка блока с курсами","
    Цель: Проверка блока с курсами

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть домашнюю страницу
        2. Прокрутить страницу до слайдов
        3. Нажать кнопку навигации ""Назад""
        4. Проверить, что положение слайда изменилось
        5. Нажать кнопку навигации ""Вперед""
        6. Проверить, что положение слайда изменилось

    Ожидаемый результат:
        - Положение слайда изменилось после нажатия кнопок навигации"
"passed","Fri Apr 18 08:00:28 GMT 2025","Fri Apr 18 08:00:31 GMT 2025","2492","tests","test_home_page","","","","Загрузка блока с сертификацией","
    Цель: Проверка блока с сертификацией

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть домашнюю страницу
        2. Проверить заголовки элементов блока
        3. Проверить ссылки ""Read More"" элементов блока

    Ожидаемый результат:
        - Заголовок каждого элемента блока корректен
        - Ссылка кнопки ""Read More"" каждого блока корректна"
"skipped","Fri Apr 18 08:00:27 GMT 2025","Fri Apr 18 08:00:27 GMT 2025","0","tests","test_auth_cookies","","","","Авторизация на странице the-internet.herokuapp.com","
    Цель: Проверить авторизацию используя загрузку cookies

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу успешной авторизации
        2. Проверить, что вход не выполнен
        3. Удалить cookies
        4. Загрузить cookies из файла
        5. Открыть страницу успешной авторизации
        6. Проверить, что авторизация прошла успешно
        6. Кликнуть кнопку ""Logout""
        7. Проверить, что доступны поля авторизации

    Постусловие:
        - Удалить файл с cookies

    Ожидаемый результат:
        - Авторизация прошла успешно"
"passed","Fri Apr 18 08:00:28 GMT 2025","Fri Apr 18 08:00:34 GMT 2025","5261","tests","test_alerts","","","","Ввод текста в всплывающем окно","
    Цель: Проверить ввод текста в всплывающем окно

    Предусловие:
        - Открыть браузер

    Шаги:
        1. Открыть страницу
        2. Нажать ""Input Alert""
        3. Нажать кнопку для вызова ""Input box""
        4. Ввести текст
        5. Проверить, что текст применился

    Ожидаемый результат:
        - После ввода в всплывающем окне, текст отображается на странице"
